SaleID,ProductID,Quantity,SaleDate,SalesAmount,dateUpdate
80,105,9,2024-08-28,489.02,2024-05-17
81,102,3,2024-06-22,59.23,2024-09-11
82,101,5,2024-08-29,230.23,2024-06-28
83,104,6,2024-06-21,374.32,2024-11-10
84,104,7,2024-10-11,252.86,2024-04-21
85,103,7,2024-07-12,215.64,2024-12-15
86,103,6,2024-03-27,436.62,2024-06-03
87,100,10,2024-09-09,492.12,2024-03-01
88,104,10,2024-03-17,335.33,2024-04-24
89,105,7,2024-03-06,472.38,2024-10-05
90,100,5,2024-02-25,376.07,2024-09-12
91,101,9,2024-11-07,258.23,2024-06-12
92,105,10,2024-10-02,111.9,2024-01-24
93,104,5,2024-10-03,262.82,2024-02-24
94,104,6,2024-11-03,144.18,2024-03-28
95,100,7,2024-08-28,335.64,2024-09-20
96,102,3,2024-09-28,493.34,2024-06-04
97,101,8,2024-08-18,367.39,2024-04-25
98,103,9,2024-09-25,33.21,2024-08-30
99,100,5,2024-06-13,331.97,2024-08-13
100,101,3,2024-09-16,292.93,2024-03-07
101,104,7,2024-09-16,113.96,2024-05-30
102,105,2,2024-05-03,251.92,2024-11-22
103,100,9,2024-12-29,222.93,2024-05-22
104,101,8,2024-01-03,495.03,2024-11-07
105,104,7,2024-05-15,316.58,2024-05-31
106,102,4,2024-04-15,37.78,2024-03-21
107,104,9,2024-08-18,403.44,2024-11-19
108,104,7,2024-12-21,174.01,2024-07-11
109,100,6,2024-08-12,354.1,2024-04-14
110,105,5,2024-01-27,256.13,2024-12-17
111,104,2,2024-07-25,34.64,2024-05-06
112,103,8,2024-12-12,427.82,2024-09-12
113,105,5,2024-01-20,331.81,2024-02-28
114,102,1,2024-06-03,29.69,2024-06-23
115,103,4,2024-09-24,32.73,2024-10-12
116,105,9,2024-05-20,490.42,2024-04-19
117,104,9,2024-11-28,451.64,2024-05-04
118,101,2,2024-06-13,164.43,2024-05-04
119,102,4,2024-08-28,423.19,2024-11-23
120,102,2,2024-09-18,288.41,2024-12-26
121,101,2,2024-12-24,110.26,2024-03-21
122,101,5,2024-12-22,377.65,2024-11-11
123,103,5,2024-09-17,189.73,2024-05-07
124,100,3,2024-01-20,30.35,2024-01-07
125,102,2,2024-07-28,311.07,2024-07-04
126,101,4,2024-06-11,427.63,2024-11-11
127,101,10,2024-10-28,149.27,2024-03-28
128,101,10,2024-08-13,116.34,2024-11-21
129,103,1,2024-04-03,434.01,2024-03-11
130,100,10,2024-02-03,261.82,2024-04-12
131,102,7,2024-05-12,293.84,2024-04-27
132,104,3,2024-08-13,288.76,2024-11-13
133,100,6,2024-08-05,422.78,2024-02-16
134,104,2,2024-11-17,372.02,2024-07-03
135,104,9,2024-07-20,368.01,2024-05-30
136,100,1,2024-07-07,330.56,2024-09-02
137,103,3,2024-08-26,67.69,2024-12-18
138,104,10,2024-04-23,276.88,2024-03-15
139,103,10,2024-10-17,91.68,2024-06-03
140,103,7,2024-10-14,352.46,2024-12-02
141,105,4,2024-10-14,411.26,2024-11-09
142,102,9,2024-10-03,472.34,2024-08-12
143,100,7,2024-03-05,467.09,2024-12-09
144,104,5,2024-11-23,152.06,2024-04-02
145,105,8,2024-07-23,335.29,2024-11-28
146,101,9,2024-05-06,16.17,2024-02-20
147,102,1,2024-02-05,64.77,2024-10-05
148,102,6,2024-06-08,208.91,2024-09-04
149,100,5,2024-08-08,434.6,2024-09-25
150,105,6,2024-05-16,174.93,2024-01-24
151,100,7,2024-08-30,303.49,2024-04-16
152,105,6,2024-01-17,15.25,2024-01-14
153,102,9,2024-02-23,374.93,2024-06-07
154,101,10,2024-08-01,261.88,2024-10-12
155,102,6,2024-11-21,204.94,2024-05-29
156,100,4,2024-01-01,270.63,2024-08-22
157,104,3,2024-06-14,93.75,2024-11-21
158,104,10,2024-06-25,472.99,2024-08-18
159,104,1,2024-05-03,203.67,2024-09-13
160,101,6,2024-02-20,353.96,2024-10-12
161,100,3,2024-07-08,107.3,2024-12-19
162,102,7,2024-04-23,283.62,2024-11-01
163,101,7,2024-03-21,161.68,2024-11-02
164,100,8,2024-06-30,166.98,2024-04-01
165,100,9,2024-10-06,252.63,2024-07-22
166,103,3,2024-12-28,212.24,2024-05-25
167,102,2,2024-08-08,456.04,2024-10-03
168,101,2,2024-06-29,363.76,2024-11-06
169,105,5,2024-10-04,321.98,2024-01-10
170,100,2,2024-06-23,391.75,2024-05-01
171,102,2,2024-02-08,399.15,2024-09-07
172,105,2,2024-11-23,104.57,2024-08-07
173,102,5,2024-11-18,203.72,2024-02-16
174,102,9,2024-06-18,115.39,2024-10-19
175,101,4,2024-12-12,115.0,2024-09-28
176,100,9,2024-08-11,443.37,2024-07-19
177,102,2,2024-06-22,239.42,2024-11-22
178,103,6,2024-10-21,353.75,2024-08-30
179,103,4,2024-08-13,370.73,2024-06-02
180,103,4,2024-09-19,222.38,2024-11-23
181,100,9,2024-02-09,370.43,2024-07-30
182,103,7,2024-03-09,126.93,2024-08-28
183,102,4,2024-12-17,363.05,2024-10-28
184,105,4,2024-10-03,318.21,2024-07-12
185,102,8,2024-06-10,494.17,2024-12-01
186,104,8,2024-07-08,346.85,2024-12-23
187,100,7,2024-12-24,168.86,2024-05-15
188,104,10,2024-08-06,416.25,2024-12-08
189,100,3,2024-09-18,342.85,2024-12-14
190,100,6,2024-09-03,90.7,2024-12-11
191,105,4,2024-10-10,245.63,2024-10-04
192,104,3,2024-03-24,163.63,2024-05-26
193,103,10,2024-01-08,444.7,2024-07-25
194,104,5,2024-11-14,395.39,2024-03-22
195,100,6,2024-09-14,363.56,2024-11-11
196,100,5,2024-09-01,443.71,2024-02-19
197,105,5,2024-11-14,236.36,2024-01-11
198,100,7,2024-04-26,188.46,2024-12-07
199,101,4,2024-03-22,109.26,2024-05-02
200,103,8,2024-08-04,429.11,2024-03-13
201,100,7,2024-09-19,237.05,2024-12-04
202,100,1,2024-08-26,267.02,2024-03-07
203,101,1,2024-09-13,375.0,2024-05-19
204,102,10,2024-05-03,265.4,2024-11-13
205,100,5,2024-07-29,446.85,2024-09-22
206,104,3,2024-12-14,31.65,2024-12-31
207,105,10,2024-06-18,411.71,2024-02-23
208,102,2,2024-07-27,349.89,2024-08-08
209,100,3,2024-10-17,259.48,2024-01-14
210,103,5,2024-05-08,220.87,2024-01-28
211,105,9,2024-09-04,251.03,2024-06-12
212,104,6,2024-05-07,19.78,2024-12-07
213,103,6,2024-05-14,13.92,2024-02-24
214,103,6,2024-05-23,28.01,2024-09-22
215,101,5,2024-01-13,436.14,2024-05-24
216,104,6,2024-01-28,261.0,2024-10-02
217,105,7,2024-07-22,172.88,2024-11-04
218,105,3,2024-01-01,93.64,2024-11-23
219,105,9,2024-02-02,484.1,2024-08-20
220,100,2,2024-02-01,420.75,2024-12-10
221,105,6,2024-11-07,416.28,2024-12-13
222,105,1,2024-09-14,202.36,2024-02-12
223,104,8,2024-01-08,81.57,2024-01-27
224,103,8,2024-02-28,378.64,2024-12-20
225,105,1,2024-09-02,310.46,2024-07-17
226,103,6,2024-09-26,28.06,2024-07-21
227,101,3,2024-09-12,206.99,2024-12-12
228,104,2,2024-12-02,233.06,2024-12-11
229,105,7,2024-01-18,258.46,2024-02-11
230,104,6,2024-06-01,237.08,2024-05-13
231,100,3,2024-05-08,264.61,2024-08-10
232,101,1,2024-06-12,416.79,2024-12-17
233,103,6,2024-09-28,95.01,2024-07-31
234,105,2,2024-09-15,45.72,2024-02-20
235,104,5,2024-05-02,164.06,2024-07-12
236,102,7,2024-05-26,418.37,2024-10-24
237,104,5,2024-01-28,305.85,2024-08-26
238,100,8,2024-12-24,292.04,2024-11-11
239,102,1,2024-04-11,484.76,2024-02-12
240,105,8,2024-01-02,91.16,2024-04-25
241,101,2,2024-09-02,294.24,2024-01-19
242,100,1,2024-03-07,160.3,2024-12-22
243,101,2,2024-02-29,53.54,2024-04-20
244,102,8,2024-09-21,305.3,2024-11-23
245,100,1,2024-06-09,63.58,2024-06-16
246,100,5,2024-03-26,25.29,2024-02-20
247,103,7,2024-09-19,86.79,2024-10-28
248,103,2,2024-04-08,122.39,2024-11-03
249,104,10,2024-02-18,110.63,2024-01-12
250,101,1,2024-01-20,406.0,2024-01-23
251,105,6,2024-03-31,53.59,2024-08-25
252,102,10,2024-04-16,153.39,2024-01-16
253,100,5,2024-01-19,196.62,2024-09-06
254,103,3,2024-08-29,115.41,2024-11-17
255,105,6,2024-11-26,25.02,2024-10-01
256,102,9,2024-06-15,364.83,2024-03-25
257,102,1,2024-04-23,455.47,2024-11-29
258,105,4,2024-11-16,225.92,2024-02-02
259,102,10,2024-08-13,173.99,2024-09-08
260,102,6,2024-06-03,460.44,2024-09-11
261,104,7,2024-05-01,338.73,2024-11-28
262,104,9,2024-02-08,460.43,2024-02-11
263,105,9,2024-07-08,359.53,2024-09-02
264,103,3,2024-08-03,175.7,2024-02-25
265,105,6,2024-08-13,21.75,2024-10-19
266,105,3,2024-07-29,407.18,2024-01-28
267,101,2,2024-12-02,115.94,2024-12-28
268,104,4,2024-08-15,282.69,2024-04-11
269,104,9,2024-02-24,477.19,2024-11-25
270,103,5,2024-02-13,48.35,2024-06-26
271,100,1,2024-10-04,187.79,2024-07-25
272,104,7,2024-06-14,62.61,2024-09-08
273,105,8,2024-04-06,341.96,2024-07-29
274,105,7,2024-11-09,58.88,2024-04-06
275,101,9,2024-03-14,156.57,2024-03-11
276,100,7,2024-10-05,285.43,2024-04-28
277,105,8,2024-03-27,387.84,2024-10-02
278,103,6,2024-05-30,153.8,2024-11-21
279,105,10,2024-11-22,337.62,2024-10-28
280,100,5,2024-01-18,73.48,2024-07-02
281,101,7,2024-11-05,321.64,2024-03-16
282,105,8,2024-02-09,364.09,2024-12-28
283,105,5,2024-08-05,139.29,2024-02-26
284,100,5,2024-08-20,61.38,2024-08-02
285,100,3,2024-07-05,481.09,2024-02-04
286,104,3,2024-09-12,474.15,2024-01-22
287,104,6,2024-04-08,357.41,2024-12-09
288,100,10,2024-01-18,296.57,2024-08-18
289,102,10,2024-09-13,97.87,2024-12-29
290,100,8,2024-11-01,404.64,2024-10-18
291,100,1,2024-04-23,174.62,2024-01-19
292,100,9,2024-03-07,389.07,2024-02-16
293,100,3,2024-06-30,319.1,2024-02-17
294,100,1,2024-08-28,405.41,2024-05-04
295,100,9,2024-05-23,145.83,2024-08-06
296,104,8,2024-04-08,83.01,2024-11-19
297,103,10,2024-07-29,59.59,2024-06-13
298,104,7,2024-04-06,429.28,2024-01-28
299,100,8,2024-07-13,247.91,2024-12-24
300,102,9,2024-03-27,224.15,2024-03-03
301,100,9,2024-11-04,180.54,2024-01-05
302,101,6,2024-11-01,437.25,2024-05-01
303,100,5,2024-10-18,488.69,2024-06-05
304,103,10,2024-06-12,313.31,2024-06-20
305,101,10,2024-10-02,347.66,2024-09-15
306,104,7,2024-09-18,171.37,2024-12-31
307,104,8,2024-04-06,154.37,2024-10-21
308,105,8,2024-07-15,285.43,2024-05-14
309,100,8,2024-05-28,221.85,2024-01-12
310,105,5,2024-04-28,390.19,2024-02-24
311,102,9,2024-08-14,337.45,2024-05-07
312,102,1,2024-12-05,214.32,2024-06-20
313,102,5,2024-12-13,84.45,2024-10-12
314,101,6,2024-12-25,466.84,2024-11-17
315,103,2,2024-12-08,422.02,2024-04-14
316,100,8,2024-04-14,484.88,2024-05-25
317,103,4,2024-11-25,322.14,2024-06-18
318,104,5,2024-07-04,326.45,2024-09-30
319,100,9,2024-07-08,474.73,2024-10-06
320,102,9,2024-08-25,84.0,2024-01-02
321,104,4,2024-06-08,40.29,2024-11-24
322,101,3,2024-04-27,480.2,2024-05-15
323,105,3,2024-12-17,211.08,2024-10-02
324,102,8,2024-03-13,101.88,2024-02-29
325,103,6,2024-03-25,199.66,2024-05-20
326,103,3,2024-11-20,282.3,2024-10-16
327,102,10,2024-12-19,23.37,2024-12-12
328,105,1,2024-12-16,333.49,2024-06-25
329,100,8,2024-01-08,258.29,2024-10-02
330,100,1,2024-10-27,459.06,2024-12-01
331,103,2,2024-06-19,433.6,2024-06-05
332,105,7,2024-09-12,76.62,2024-06-12
333,100,8,2024-09-08,361.79,2024-09-29
334,100,1,2024-04-17,492.14,2024-08-17
335,103,2,2024-04-16,130.78,2024-11-10
336,105,2,2024-11-17,71.9,2024-12-26
337,100,10,2024-01-23,91.41,2024-05-05
338,100,5,2024-12-12,387.57,2024-08-02
339,105,6,2024-09-14,72.23,2024-11-29
340,105,3,2024-12-04,422.65,2024-02-03
341,101,7,2024-02-24,314.72,2024-08-26
342,100,4,2024-08-24,351.04,2024-04-06
343,103,1,2024-03-11,148.17,2024-07-18
344,102,1,2024-07-20,82.05,2024-08-15
345,100,4,2024-11-09,464.13,2024-04-16
346,105,8,2024-11-29,415.57,2024-02-20
347,104,5,2024-03-03,264.5,2024-03-22
348,102,8,2024-04-25,343.33,2024-10-07
349,102,2,2024-02-20,287.72,2024-09-05
350,104,5,2024-02-24,474.25,2024-09-20
351,100,1,2024-08-11,398.72,2024-03-27
352,104,7,2024-08-23,228.64,2024-04-25
353,105,3,2024-09-29,124.52,2024-10-14
354,102,4,2024-06-17,87.9,2024-05-16
355,104,4,2024-12-25,87.75,2024-10-22
356,103,6,2024-06-19,484.57,2024-08-28
357,102,5,2024-03-09,256.86,2024-04-25
358,102,5,2024-06-28,344.76,2024-06-30
359,103,6,2024-07-07,427.94,2024-08-25
360,103,8,2024-12-27,327.59,2024-08-24
361,101,2,2024-09-25,295.84,2024-06-05
362,104,9,2024-09-04,225.31,2024-08-16
363,102,2,2024-09-15,34.01,2024-02-23
364,103,3,2024-09-08,69.53,2024-07-03
365,101,7,2024-03-03,36.5,2024-06-03
366,100,7,2024-12-26,305.7,2024-05-16
367,102,7,2024-12-17,428.97,2024-06-30
368,101,3,2024-03-12,429.52,2024-09-30
369,102,9,2024-08-30,143.23,2024-11-13
370,101,9,2024-10-04,303.8,2024-05-05
371,105,7,2024-07-27,96.63,2024-02-19
372,102,5,2024-08-24,108.06,2024-10-15
373,104,3,2024-12-07,347.75,2024-02-09
374,104,2,2024-10-01,391.57,2024-07-08
375,102,4,2024-07-28,51.92,2024-11-04
376,100,5,2024-07-04,43.22,2024-03-06
377,105,6,2024-04-11,159.61,2024-08-11
378,100,7,2024-11-24,454.19,2024-03-12
379,102,8,2024-02-05,19.03,2024-11-03
380,102,10,2024-12-06,334.16,2024-11-25
381,103,8,2024-04-17,75.75,2024-10-16
382,105,6,2024-10-03,328.19,2024-09-23
383,105,5,2024-07-30,179.78,2024-01-31
384,100,9,2024-10-14,469.18,2024-06-30
385,101,2,2024-11-16,65.3,2024-10-23
386,104,6,2024-06-27,324.75,2024-09-17
387,100,7,2024-08-25,170.53,2024-02-23
388,103,3,2024-11-27,492.15,2024-05-05
389,101,7,2024-12-05,309.9,2024-02-01
390,104,9,2024-03-21,259.16,2024-12-26
391,105,4,2024-11-05,205.68,2024-10-03
392,104,8,2024-02-19,363.85,2024-07-19
393,102,8,2024-01-26,76.79,2024-02-22
394,100,1,2024-04-22,220.83,2024-04-19
395,102,5,2024-08-24,328.42,2024-08-23
396,101,2,2024-03-10,167.59,2024-10-18
397,105,1,2024-01-27,127.95,2024-03-09
398,103,9,2024-08-02,88.53,2024-03-09
399,103,3,2024-08-23,255.98,2024-07-26
400,102,4,2024-02-17,342.07,2024-02-04
401,103,3,2024-08-02,386.69,2024-06-03
402,100,5,2024-08-28,365.05,2024-04-19
403,105,10,2024-04-06,251.91,2024-10-13
404,102,2,2024-08-27,37.79,2024-03-21
405,104,2,2024-02-22,175.4,2024-02-03
406,100,8,2024-03-27,168.6,2024-05-09
407,101,5,2024-09-13,328.56,2024-03-06
408,105,8,2024-11-21,491.9,2024-01-19
409,105,3,2024-05-31,364.76,2024-10-03
410,102,3,2024-07-25,166.16,2024-05-06
411,100,4,2024-04-30,300.48,2024-11-09
412,100,6,2024-05-04,89.49,2024-01-17
413,102,7,2024-08-04,387.88,2024-01-04
414,100,2,2024-02-25,200.59,2024-03-28
415,100,8,2024-01-21,476.79,2024-08-11
416,100,2,2024-12-07,94.06,2024-07-19
417,102,4,2024-04-08,126.76,2024-11-17
418,104,8,2024-07-24,95.14,2024-01-12
419,105,10,2024-02-16,373.4,2024-05-06
420,103,2,2024-03-09,390.57,2024-05-16
421,102,8,2024-11-25,17.12,2024-02-23
422,105,1,2024-12-05,457.51,2024-01-03
423,100,7,2024-10-13,15.36,2024-04-15
424,101,4,2024-08-15,355.05,2024-07-14
425,102,9,2024-09-28,341.92,2024-11-14
426,102,2,2024-10-01,404.73,2024-02-19
427,104,10,2024-09-05,358.32,2024-03-27
428,102,8,2024-04-09,329.11,2024-08-10
429,102,10,2024-03-15,422.28,2024-11-14
430,105,5,2024-04-27,132.12,2024-09-03
431,104,7,2024-03-25,485.08,2024-03-16
432,104,4,2024-06-20,133.57,2024-02-05
433,104,4,2024-12-13,66.77,2024-07-08
434,103,10,2024-08-05,454.75,2024-04-22
435,105,2,2024-02-02,365.41,2024-12-21
436,104,9,2024-02-01,444.97,2024-05-31
437,105,1,2024-07-16,38.41,2024-02-14
438,102,10,2024-01-26,499.04,2024-10-04
439,101,3,2024-11-16,466.02,2024-03-30
440,100,9,2024-08-31,397.73,2024-01-16
441,101,3,2024-02-04,83.51,2024-08-23
442,100,10,2024-12-18,90.81,2024-03-13
443,104,5,2024-07-03,157.78,2024-01-27
444,104,5,2024-07-20,130.59,2024-10-30
445,101,9,2024-02-15,227.75,2024-07-25
446,101,9,2024-11-28,108.86,2024-12-27
447,103,3,2024-04-15,451.16,2024-07-24
448,104,9,2024-10-20,103.81,2024-05-16
449,100,3,2024-01-21,444.94,2024-10-04
450,103,2,2024-02-11,385.7,2024-06-24
451,101,5,2024-08-19,230.9,2024-04-25
452,105,6,2024-07-25,394.75,2024-03-01
453,104,3,2024-03-21,415.37,2024-08-01
454,105,1,2024-09-11,218.03,2024-06-11
455,105,1,2024-11-06,313.41,2024-05-06
456,104,2,2024-08-07,374.82,2024-04-28
457,103,5,2024-12-11,226.68,2024-02-06
458,100,3,2024-04-10,415.31,2024-04-09
459,100,7,2024-11-13,21.35,2024-07-12
460,104,2,2024-12-19,222.4,2024-06-07
461,103,10,2024-02-04,476.92,2024-12-30
462,104,4,2024-08-25,242.34,2024-05-07
463,101,7,2024-05-04,215.39,2024-07-19
464,103,5,2024-06-27,191.76,2024-09-29
465,101,4,2024-11-27,283.73,2024-11-16
466,105,9,2024-08-27,182.08,2024-05-31
467,104,3,2024-06-01,169.19,2024-04-09
468,105,8,2024-01-28,277.11,2024-01-26
469,105,5,2024-07-04,349.93,2024-06-29
470,105,9,2024-02-20,472.65,2024-10-06
471,103,4,2024-03-13,203.96,2024-02-01
472,103,1,2024-10-06,337.39,2024-06-12
473,104,1,2024-10-09,39.95,2024-04-16
474,102,4,2024-10-18,346.32,2024-06-02
475,103,4,2024-11-23,377.02,2024-06-30
476,103,8,2024-05-06,135.27,2024-12-01
477,100,5,2024-07-13,452.65,2024-03-01
478,103,10,2024-02-21,313.69,2024-05-05
479,100,8,2024-10-29,427.33,2024-10-17
480,104,3,2024-02-12,460.09,2024-05-12
481,102,2,2024-08-18,100.94,2024-02-13
482,104,4,2024-03-27,137.18,2024-08-16
483,105,8,2024-03-28,173.88,2024-09-16
484,104,3,2024-04-20,328.87,2024-08-09
485,101,9,2024-01-23,188.8,2024-06-13
486,100,6,2024-03-27,361.75,2024-06-02
487,105,7,2024-03-02,195.79,2024-03-03
488,103,1,2024-07-12,246.9,2024-03-11
489,105,3,2024-08-06,225.41,2024-12-05
490,103,1,2024-06-17,437.57,2024-09-24
491,102,1,2024-09-18,85.31,2024-08-26
492,103,6,2024-04-15,424.12,2024-04-30
493,104,1,2024-01-06,63.94,2024-06-12
494,100,7,2024-09-28,427.44,2024-08-09
495,103,1,2024-01-22,40.58,2024-04-05
496,105,6,2024-04-10,189.97,2024-02-17
497,100,6,2024-12-14,342.66,2024-10-26
498,104,1,2024-01-20,309.54,2024-08-17
499,101,2,2024-08-02,409.74,2024-06-03
500,104,8,2024-01-13,10.81,2024-02-11
501,101,6,2024-11-17,288.47,2024-12-21
502,105,2,2024-03-20,383.15,2024-08-23
503,103,10,2024-04-14,483.71,2024-06-08
504,104,5,2024-12-22,65.11,2024-01-24
505,103,9,2024-10-12,439.08,2024-12-30
506,102,6,2024-11-29,145.2,2024-11-30
507,105,9,2024-05-14,211.36,2024-09-09
508,105,7,2024-07-16,399.04,2024-09-17
509,101,2,2024-11-03,229.55,2024-08-24
510,105,8,2024-11-11,159.21,2024-09-17
511,103,4,2024-11-05,26.11,2024-07-26
512,100,8,2024-01-26,294.36,2024-08-17
513,105,9,2024-07-31,98.59,2024-07-27
514,104,6,2024-07-10,299.67,2024-01-07
515,105,2,2024-11-22,26.33,2024-04-02
516,102,4,2024-09-17,89.4,2024-12-26
517,105,4,2024-01-23,387.55,2024-05-06
518,101,5,2024-03-25,379.41,2024-03-03
519,100,8,2024-02-08,299.48,2024-02-05
520,104,8,2024-08-25,288.81,2024-04-17
521,104,3,2024-07-27,207.33,2024-11-01
522,101,3,2024-07-04,116.58,2024-05-30
523,104,4,2024-10-09,319.1,2024-05-22
524,100,2,2024-09-15,150.84,2024-12-21
525,101,7,2024-08-29,120.45,2024-06-07
526,105,4,2024-01-19,244.92,2024-04-27
527,103,4,2024-04-23,338.74,2024-08-05
528,102,3,2024-02-18,291.48,2024-04-21
529,104,9,2024-03-15,445.43,2024-02-24
530,102,1,2024-04-01,112.05,2024-03-20
531,101,7,2024-09-26,297.04,2024-03-23
532,104,1,2024-02-05,361.67,2024-06-14
533,103,7,2024-04-08,337.44,2024-02-22
534,104,1,2024-12-05,350.72,2024-07-08
535,100,8,2024-10-14,232.56,2024-03-23
536,101,6,2024-11-25,54.42,2024-05-15
537,102,7,2024-07-27,358.69,2024-12-27
538,102,3,2024-09-24,99.76,2024-11-14
539,105,2,2024-10-16,499.65,2024-08-09
540,100,4,2024-02-03,113.94,2024-02-24
541,105,2,2024-02-08,103.58,2024-03-17
542,103,10,2024-05-01,88.28,2024-08-28
543,103,1,2024-02-16,407.54,2024-10-25
544,102,6,2024-03-24,297.93,2024-03-11
545,100,5,2024-03-27,481.61,2024-06-21
546,104,7,2024-03-16,34.64,2024-09-02
547,101,7,2024-02-29,345.63,2024-03-13
548,105,5,2024-04-18,144.09,2024-01-24
549,103,4,2024-01-27,269.93,2024-09-04
550,105,9,2024-05-11,285.39,2024-01-11
551,102,3,2024-07-03,266.97,2024-09-04
552,100,1,2024-12-25,275.51,2024-10-09
553,101,1,2024-02-06,128.97,2024-05-10
554,102,7,2024-09-23,92.41,2024-03-08
555,102,10,2024-01-09,234.92,2024-12-25
556,100,7,2024-11-10,208.09,2024-12-24
557,100,10,2024-01-19,432.66,2024-01-12
558,103,8,2024-01-09,78.94,2024-08-16
559,100,7,2024-02-02,126.74,2024-07-07
560,104,6,2024-05-21,146.59,2024-08-28
561,105,8,2024-10-31,243.38,2024-12-01
562,104,10,2024-03-03,420.1,2024-01-23
563,105,5,2024-11-07,235.75,2024-06-19
564,104,8,2024-02-13,451.68,2024-06-14
565,101,5,2024-09-22,317.72,2024-01-08
566,102,8,2024-11-25,75.11,2024-09-17
567,100,10,2024-12-14,236.27,2024-11-17
568,100,8,2024-03-06,350.26,2024-01-30
569,103,3,2024-05-26,368.98,2024-03-10
570,103,9,2024-04-01,20.28,2024-08-04
571,103,2,2024-12-21,429.71,2024-05-18
572,104,5,2024-11-16,163.98,2024-04-28
573,103,9,2024-04-08,362.43,2024-02-09
574,102,4,2024-05-18,169.2,2024-06-08
575,103,3,2024-10-05,225.43,2024-03-06
576,104,6,2024-05-22,125.29,2024-04-06
577,105,10,2024-09-08,359.9,2024-02-14
578,101,6,2024-08-22,346.32,2024-10-11
579,103,7,2024-05-20,156.76,2024-02-07
580,105,1,2024-10-14,88.72,2024-06-30
